20000,-172.28647,22.918093
40000,-127.57505,40.11457
60000,-122.91909,17.80799
80000,-108.230675,34.807114
100000,-117.218155,17.841684
120000,-114.82066,14.647858
140000,-61.92861,51.45311
160000,-40.0323,23.199701
180000,-96.629036,78.533455
200000,-52.128822,79.95881
220000,-41.94829,62.780228
240000,-71.59297,79.99826
260000,-41.097805,22.438595
280000,-89.41468,63.029377
300000,-156.39302,108.8262
320000,-47.2346,100.81787
340000,-42.605484,18.420267
360000,-10.234709,63.391052
380000,-35.176247,26.291452
400000,-32.44646,29.713585
420000,-18.867477,18.77019
440000,-26.97385,14.812316
460000,-19.399693,17.75797
480000,-78.947365,93.96435
500000,8.900649,27.781717
520000,0.38782805,13.107211
540000,14.35925,18.326565
560000,3.5859923,23.31605
580000,-26.968256,25.068651
600000,-5.045884,30.411034
620000,-17.571257,20.860418
640000,-8.115957,12.834091
660000,-16.39382,14.364436
680000,13.190748,15.53955
700000,-7.2995467,16.808565
720000,0.5905884,26.1538
740000,-8.75999,21.992462
760000,-14.058467,20.82954
780000,-34.656624,24.340357
800000,-35.13326,24.5801
820000,-22.32275,24.425602
840000,-32.601513,17.542023
860000,-46.572517,48.611965
880000,-13.502501,20.426876
900000,-26.208393,19.993685
920000,-11.984522,13.1884365
940000,-29.885052,11.534819
960000,-92.18919,92.06395
980000,-34.523033,25.392792
1000000,4.515498,38.048187
1020000,-14.844259,40.162697
1040000,5.729201,27.47202
1060000,-12.823381,21.23141
1080000,-30.049984,5.8106065
1100000,-20.866,24.666746
1120000,-18.214312,15.875552
1140000,-13.683397,21.101841
1160000,-1.2104431,34.657585
1180000,-0.65487367,25.155909
1200000,5.303525,16.02783
1220000,12.065483,12.994632
1240000,-20.124577,26.088964
1260000,-4.1071,17.991808
1280000,-3.0729575,32.09464
1300000,2.9906983,30.7811
1320000,12.135927,33.621338
1340000,6.0772643,40.54587
1360000,-12.91044,18.123348
1380000,-7.952684,46.564335
1400000,-0.27438584,16.022423
1420000,1.6464608,11.473648
1440000,-6.103162,31.103148
1460000,-2.8255715,18.777891
1480000,0.49045333,19.113356
1500000,-26.10958,27.604275
1520000,-1.2450714,15.007356
1540000,-30.259222,21.170504
1560000,7.508049,30.861084
1580000,-1.1374748,24.604902
1600000,-13.923231,37.33763
1620000,-5.857419,47.426483
1640000,-18.423403,30.271786
1660000,17.520218,13.854307
1680000,-20.855042,27.93108
1700000,0.6657173,17.017712
1720000,-7.966587,16.910131
1740000,-19.421558,48.48657
1760000,12.98804,20.743652
1780000,-1.7759498,40.728313
1800000,-7.6977873,27.888441
1820000,24.089996,35.398438
1840000,21.81529,24.505892
1860000,21.72149,34.378014
1880000,-34.726067,64.821396
1900000,1.1055053,29.459673
1920000,11.176893,28.513203
1940000,7.213777,21.491201
1960000,-13.79048,18.966589
1980000,-21.507486,21.262001
2000000,-32.167168,19.255577
2020000,-16.323425,28.13132
2040000,-16.199146,16.105549
2060000,7.0412893,34.80284
2080000,-2.7477326,22.301323
2100000,-34.487198,40.81054
2120000,-8.178149,18.031195
2140000,14.401651,31.636873
2160000,-50.00129,32.576668
2180000,-23.281958,37.53325
2200000,-40.463238,37.12893
2220000,18.827276,21.93246
2240000,13.83712,20.98902
2260000,-1.0224159,31.44629
2280000,-44.513084,33.101097
2300000,-11.539505,17.2424
2320000,-9.4383545,23.619114
2340000,13.305736,32.024803
2360000,-13.594177,12.129578
2380000,12.265237,36.1451
2400000,22.978964,4.487385
2420000,-40.807667,68.0785
2440000,9.385205,41.521866
2460000,-9.331104,17.327787
2480000,-0.005632019,27.62141
2500000,10.968407,18.999735
2520000,-9.271875,50.82645
2540000,-42.467896,41.246666
2560000,-5.556253,32.367176
2580000,-31.676098,25.381184
2600000,-5.4120054,27.055004
2620000,-17.494806,32.915157
2640000,-10.843114,28.985447
2660000,9.033597,22.415985
2680000,5.786557,34.102196
2700000,-20.399914,29.004807
2720000,-3.4540267,24.676249
2740000,-18.716782,25.891241
2760000,-35.123417,35.701313
2780000,-9.015581,19.89722
2800000,-2.1539109,15.095518
2820000,-14.815811,24.488499
2840000,-16.297375,22.961258
2860000,2.7962449,27.66695
2880000,12.616414,21.426588
2900000,-14.95151,72.47423
2920000,3.5383613,19.212189
